02/01/2008;808
03/01/2008;-82
04/01/2008;348
01/02/2008;-222
04/02/2008;8
05/02/2008;318
07/02/2008;68
08/02/2008;328
11/02/2008;8
12/02/2008;98
22/02/2008;-112
25/02/2008;-122
26/02/2008;-222
06/03/2008;-22
06/03/2008;48
12/03/2008;88
14/03/2008;-102
14/03/2008;-222
18/03/2008;-222
19/03/2008;-222
11/04/2008;568
14/04/2008;38
15/04/2008;-222
15/04/2008;48
16/04/2008;108
29/04/2008;8
30/04/2008;-92
02/05/2008;-222
02/05/2008;368
05/05/2008;-212
06/05/2008;-142
08/05/2008;128
09/05/2008;108
12/05/2008;-92
13/05/2008;78
14/05/2008;98
19/05/2008;298
21/05/2008;258
03/06/2008;468
04/06/2008;-212
06/06/2008;-62
09/06/2008;398
10/06/2008;128
11/06/2008;198
24/06/2008;108
25/06/2008;-92
26/06/2008;508
30/06/2008;198
01/07/2008;-212
04/07/2008;788
11/07/2008;-212
14/07/2008;438
15/07/2008;-212
28/07/2008;308
29/07/2008;218
30/07/2008;-212
07/08/2008;418
15/08/2008;328
20/08/2008;378
22/08/2008;-212
25/08/2008;48
26/08/2008;-222
29/08/2008;88
01/09/2008;78
02/09/2008;-222
04/09/2008;328
04/09/2008;158
08/09/2008;298
09/09/2008;18
10/09/2008;-222
10/09/2008;-222
11/09/2008;-222
12/09/2008;548
17/09/2008;538
19/09/2008;758
29/09/2008;818
29/09/2008;18
10/10/2008;828
10/10/2008;-222
13/10/2008;148
15/10/2008;8
17/10/2008;-222
20/10/2008;-222
21/10/2008;368
28/10/2008;548
30/10/2008;408
03/11/2008;-222
04/11/2008;-132
04/11/2008;158
05/11/2008;-222
05/11/2008;148
06/11/2008;828
10/11/2008;258
11/11/2008;138
09/12/2008;878
10/12/2008;98
12/12/2008;868
15/12/2008;-232
16/12/2008;-232
19/12/2008;-232
22/12/2008;658
02/01/2009;348
05/01/2009;-232
06/01/2009;888
07/01/2009;208
09/01/2009;-232
09/01/2009;408
12/01/2009;478
13/01/2009;-242
14/01/2009;888
16/01/2009;138
19/01/2009;-232
20/01/2009;-242
20/01/2009;-242
21/01/2009;-242
21/01/2009;-182
22/01/2009;-242
06/02/2009;458
09/02/2009;-232
10/02/2009;-232
11/02/2009;388
16/02/2009;468
20/02/2009;-242
23/02/2009;518
25/02/2009;-2
27/02/2009;-242
02/03/2009;28
03/03/2009;-242
03/03/2009;-82
06/03/2009;-232
06/03/2009;-32
09/03/2009;-242
20/03/2009;358
31/03/2009;218
15/04/2009;118
17/04/2009;408
22/04/2009;-232
22/04/2009;328
24/04/2009;-72
29/04/2009;338
14/05/2009;-112
18/05/2009;-92
18/05/2009;-62
29/05/2009;-12
01/06/2009;398
03/06/2009;-92
05/06/2009;-222
15/06/2009;238
16/06/2009;-232
17/06/2009;128
19/06/2009;558
22/06/2009;68
25/06/2009;198
26/06/2009;318
10/07/2009;198
14/07/2009;-32
17/07/2009;268
22/07/2009;-232
22/07/2009;-52
28/07/2009;-82
29/07/2009;-92
30/07/2009;18
31/07/2009;208
05/08/2009;-2
06/08/2009;-192
07/08/2009;-232
07/08/2009;738
12/08/2009;-52
14/08/2009;438
24/08/2009;-232
24/08/2009;68
26/08/2009;218
28/08/2009;228
01/09/2009;-232
01/09/2009;-52
03/09/2009;38
04/09/2009;-42
07/09/2009;178
11/09/2009;-92
24/09/2009;118
25/09/2009;198
29/09/2009;-232
29/09/2009;208
30/09/2009;-172
01/10/2009;218
07/10/2009;288
08/10/2009;-92
09/10/2009;-232
13/10/2009;78
20/10/2009;208
21/10/2009;348
28/10/2009;-12
29/10/2009;-232
30/10/2009;148
03/11/2009;-232
10/11/2009;-82
11/11/2009;198
13/11/2009;108
16/11/2009;138
03/12/2009;28
04/12/2009;88
08/12/2009;168
11/12/2009;-232
16/12/2009;-232
17/12/2009;158
08/01/2010;-232
11/01/2010;-72
13/01/2010;148
14/01/2010;128
20/01/2010;258
27/01/2010;-172
28/01/2010;158
01/02/2010;-82
02/02/2010;-52
03/02/2010;-182
04/02/2010;328
04/02/2010;-32
09/02/2010;-232
09/02/2010;298
12/02/2010;-72
15/02/2010;-32
17/02/2010;-22
23/02/2010;-42
03/03/2010;-232
04/03/2010;18
16/03/2010;18
18/03/2010;-232
19/03/2010;98
29/03/2010;-102
30/03/2010;148
31/03/2010;-52
01/04/2010;-72
01/04/2010;58
06/04/2010;48
07/04/2010;-122
09/04/2010;148
13/04/2010;-2
14/04/2010;-52
