EXIT DATE;PL/CNTR;RISK/CNTR;DELTA;CONTRACTS;POS PL;EQUITY
02/07/2013;-710,14;0;58750;1;-710,14;263.863,66
04/07/2013;1.149,91;0;58750;1;1.149,91;265.013,57
05/07/2013;-1.145,93;0;58750;1;-1.145,93;263.867,64
08/07/2013;-875,48;0;58750;1;-875,48;262.992,16
09/07/2013;1.076,60;0;58750;1;1.076,60;264.068,76
11/07/2013;-121,12;0;58750;1;-121,12;263.947,64
12/07/2013;1.046,09;0;58750;1;1.046,09;264.993,73
15/07/2013;-327,38;0;58750;1;-327,38;264.666,35
16/07/2013;268,18;0;58750;1;268,18;264.934,53
17/07/2013;343,4;0;58750;1;343,4;265.277,93
18/07/2013;-123,35;0;58750;1;-123,35;265.154,58
22/07/2013;-301,44;0;58750;1;-301,44;264.853,14
23/07/2013;216,02;0;58750;1;216,02;265.069,16
24/07/2013;1.816,50;0;58750;1;1.816,50;266.885,66
25/07/2013;-49,92;0;58750;1;-49,92;266.835,74
29/07/2013;335,83;0;58750;1;335,83;267.171,57
30/07/2013;-83,96;0;58750;1;-83,96;267.087,61
31/07/2013;-288,17;0;58750;1;-288,17;266.799,44
01/08/2013;240,88;0;58750;1;240,88;267.040,32
05/08/2013;1.220,48;0;58750;1;1.220,48;268.260,80
06/08/2013;301,79;0;58750;1;301,79;268.562,59
07/08/2013;-234,04;0;58750;1;-234,04;268.328,55
09/08/2013;-43,33;0;58750;1;-43,33;268.285,22
12/08/2013;-980,49;0;58750;1;-980,49;267.304,73
16/08/2013;-79,08;0;58750;1;-79,08;267.225,65
19/08/2013;77,02;0;58750;1;77,02;267.302,67
20/08/2013;93,89;0;58750;1;93,89;267.396,56
21/08/2013;108,6;0;58750;1;108,6;267.505,16
22/08/2013;-536,52;0;58750;1;-536,52;266.968,64
27/08/2013;60,29;0;58750;1;60,29;267.028,93
28/08/2013;1.086,66;0;58750;1;1.086,66;268.115,59
29/08/2013;298,65;0;58750;1;298,65;268.414,24
30/08/2013;-252,87;0;58750;1;-252,87;268.161,37
03/09/2013;-456,53;0;58750;1;-456,53;267.704,84
04/09/2013;471,97;0;58750;1;471,97;268.176,81
06/09/2013;48,06;0;58750;1;48,06;268.224,87
10/09/2013;-8,36;0;58750;1;-8,36;268.216,51
11/09/2013;318,9;0;58750;1;318,9;268.535,41
12/09/2013;-186,3;0;58750;1;-186,3;268.349,11
13/09/2013;74,85;0;58750;1;74,85;268.423,96
16/09/2013;-100,42;0;58750;1;-100,42;268.323,54
17/09/2013;1.061,75;0;58750;1;1.061,75;269.385,29
18/09/2013;1.197,45;0;58750;1;1.197,45;270.582,74
19/09/2013;300,75;0;58750;1;300,75;270.883,49
20/09/2013;-309,96;0;58750;1;-309,96;270.573,53
23/09/2013;-726,98;0;58750;1;-726,98;269.846,55
24/09/2013;755,19;0;58750;1;755,19;270.601,74
26/09/2013;-780,18;0;58750;1;-780,18;269.821,56
27/09/2013;998,84;0;58750;1;998,84;270.820,40
30/09/2013;-416,47;0;58750;1;-416,47;270.403,93
01/10/2013;84,88;0;58750;1;84,88;270.488,81
02/10/2013;-865,38;0;58750;1;-865,38;269.623,43
03/10/2013;1.663,81;0;58750;1;1.663,81;271.287,24
